Order_ID,Order_Date,Ship_Date,Ship_Mode,Order_Priority,Customer_ID,Customer_Name,Segment,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount,Sales,Profit,Payment_Method,Returned
ORD-1979-17938,2025-03-23,2025-03-29,Second Class,High,CUST-5066,Jordan Moore,Corporate,New Joseland,Kansas,49059,West,PROD-TEC-6002580,Technology,Phones,Positive Phones,310.08,5,0.1,1395.36,457.28,Cash,No
ORD-2004-58317,2023-06-16,2023-06-20,Second Class,Critical,CUST-7259,Vanessa Cruz,Home Office,Port Mariaton,Rhode Island,60059,South,PROD-TEC-6269505,Technology,Machines,Add Machines,669.0799999999999,2,0.2,1070.53,193.78,Cash,No
ORD-2025-31351,2022-09-08,2022-09-13,Second Class,High,CUST-1277,James Wright,Consumer,Chadberg,New Hampshire,13886,North,PROD-OFF-9004435,Office Supplies,Appliances,Act Appliances,79.46,6,0.2,381.41,42.9,Cash,No
ORD-1984-61843,2023-08-24,2023-08-26,First Class,Low,CUST-5635,Melissa Mann,Corporate,Mariahfurt,New Jersey,49935,North,PROD-TEC-3212357,Technology,Phones,Detail Phones,241.3,8,0.0,1930.4,718.14,Credit Card,No
ORD-2023-31414,2024-08-22,2024-08-28,Second Class,Low,CUST-6903,Sandra Jenkins,Corporate,Jameschester,Michigan,51880,East,PROD-FUR-6764200,Furniture,Furnishings,Raise Furnishings,44.09,13,0.2,458.54,52.15,Cash,No
ORD-1997-30314,2025-12-18,2025-12-23,Standard Class,Medium,CUST-8348,John Grant,Consumer,Nguyenside,Indiana,25843,North,PROD-OFF-5014206,Office Supplies,Storage,Determine Storage,325.93,1,0.3,228.15,31.01,PayPal,No
ORD-2022-15556,2024-02-21,2024-02-22,Second Class,Medium,CUST-3500,Pamela Downs,Consumer,South David,Arkansas,96963,East,PROD-OFF-7640569,Office Supplies,Binders,Edge Binders,260.02,1,0.1,234.02,52.41,Cash,No
ORD-2004-18907,2024-10-22,2024-10-23,Second Class,Low,CUST-4421,Taylor Mccoy,Consumer,Thomaston,South Carolina,51002,West,PROD-FUR-2352703,Furniture,Tables,Car Tables,442.01,10,0.3,3094.07,-352.35,PayPal,No
ORD-1985-37889,2024-10-13,2024-10-15,Standard Class,High,CUST-5352,Marcus Gay,Home Office,South Jerryfurt,New York,60841,East,PROD-TEC-3682061,Technology,Machines,Seven Machines,308.78,14,0.3,3026.04,210.72,PayPal,No
ORD-2022-44123,2025-08-04,2025-08-08,Standard Class,High,CUST-8399,Meredith Kent,Consumer,Nathanborough,Vermont,84318,West,PROD-TEC-4432451,Technology,Machines,Short Machines,265.22,3,0.2,636.53,31.09,PayPal,No
ORD-2021-84738,2025-08-30,2025-09-05,First Class,Medium,CUST-5970,Vincent Hernandez,Corporate,South Jackland,Nevada,41101,West,PROD-FUR-5233438,Furniture,Chairs,Apply Chairs,260.44,4,0.1,937.58,309.95,PayPal,No
ORD-1987-37047,2025-09-26,2025-09-30,Same Day,High,CUST-8501,Martin Anthony,Corporate,Port Monica,Hawaii,44868,South,PROD-OFF-5787252,Office Supplies,Binders,Nice Binders,493.52,13,0.05,6094.97,2145.85,Credit Card,Yes
ORD-1970-14089,2026-01-29,2026-02-03,Standard Class,Low,CUST-5493,Adam Garcia,Consumer,Wilsonfurt,Indiana,44841,East,PROD-OFF-3675751,Office Supplies,Binders,Group Binders,36.23,2,0.05,68.84,16.0,Cash,No
ORD-1999-19974,2023-10-30,2023-11-02,Same Day,Low,CUST-5873,Patricia Small,Consumer,East Sylviashire,Wyoming,25778,North,PROD-OFF-5407805,Office Supplies,Storage,School Storage,465.76,8,0.05,3539.78,1214.46,Credit Card,No
ORD-2007-32882,2026-01-11,2026-01-12,Standard Class,Low,CUST-4847,Austin Haynes,Corporate,Vernonfurt,Ohio,97107,East,PROD-OFF-9048449,Office Supplies,Labels,Stand Labels,368.4,2,0.05,699.96,226.13,Cash,No
ORD-1979-13918,2024-11-05,2024-11-06,Same Day,Critical,CUST-8630,John Harris,Corporate,Stacyburgh,Montana,92665,South,PROD-FUR-2057136,Furniture,Bookcases,Church Bookcases,439.42,13,0.1,5141.21,892.43,PayPal,No
ORD-1979-13199,2023-08-13,2023-08-19,First Class,Medium,CUST-4847,Jordan Anderson,Home Office,Destinyfort,Florida,21785,West,PROD-FUR-8303868,Furniture,Bookcases,Home Bookcases,476.55,9,0.2,3431.16,178.45,Credit Card,No
ORD-2025-57714,2022-03-01,2022-03-02,First Class,Critical,CUST-8741,Samantha Black,Home Office,Port Gloriaville,Hawaii,07211,South,PROD-OFF-7228915,Office Supplies,Paper,Become Paper,280.0,12,0.05,3192.0,960.48,Wire Transfer,No
ORD-1990-32801,2023-05-03,2023-05-08,Same Day,High,CUST-8659,James Williams,Corporate,New Nataliestad,Nebraska,69285,East,PROD-FUR-7842181,Furniture,Furnishings,Appear Furnishings,481.08,6,0.0,2886.48,806.97,PayPal,No
ORD-1985-57011,2023-02-11,2023-02-17,Same Day,Critical,CUST-9834,Matthew Grant,Home Office,Nicolasbury,Georgia,15166,South,PROD-FUR-9495191,Furniture,Tables,Result Tables,431.26,15,0.05,6145.45,1489.41,PayPal,No
ORD-2018-28287,2025-11-21,2025-11-28,Second Class,Critical,CUST-2339,Stuart Clark MD,Corporate,Kendrafort,South Carolina,45821,North,PROD-TEC-9716918,Technology,Phones,Win Phones,491.98,2,0.1,885.56,111.28,PayPal,No
ORD-1986-99654,2024-10-03,2024-10-09,First Class,Critical,CUST-2915,Heather Odom,Corporate,Lake Michael,Florida,97149,East,PROD-TEC-9776514,Technology,Machines,Card Machines,611.49,11,0.05,6390.07,1577.98,Cash,No
ORD-1973-39597,2024-07-04,2024-07-10,Same Day,Medium,CUST-4085,Tiffany Daniels,Home Office,Lake Jacob,Rhode Island,96419,North,PROD-TEC-9308126,Technology,Phones,Almost Phones,658.76,3,0.1,1778.65,497.3,Cash,No
ORD-1988-37426,2024-10-05,2024-10-10,Standard Class,Medium,CUST-1385,Jennifer Young,Consumer,Adrianaview,Georgia,83148,North,PROD-OFF-4474350,Office Supplies,Labels,Lot Labels,415.55,3,0.0,1246.65,481.95,Cash,No
ORD-2022-65301,2022-04-09,2022-04-12,Same Day,Low,CUST-5918,Gary Rubio,Corporate,East Johnnyberg,Minnesota,48588,West,PROD-OFF-6096693,Office Supplies,Storage,Young Storage,313.44,7,0.2,1755.26,160.07,Credit Card,No
ORD-1988-14131,2022-12-25,2022-12-29,First Class,High,CUST-1508,Catherine Hill,Corporate,New Ashleyside,Wisconsin,46324,West,PROD-OFF-2644281,Office Supplies,Appliances,Wind Appliances,347.41,7,0.3,1702.31,-185.13,Cash,Yes
ORD-1973-59803,2023-08-26,2023-08-27,Same Day,Low,CUST-8780,Brittany Hudson,Corporate,New Danielleshire,Oregon,15563,North,PROD-FUR-2577152,Furniture,Chairs,Term Chairs,196.13,8,0.1,1412.14,394.97,Cash,Yes
ORD-1990-52319,2025-03-01,2025-03-04,Same Day,Medium,CUST-7727,Laura Yu,Consumer,Lake Mollyberg,New Hampshire,47726,North,PROD-TEC-1473717,Technology,Accessories,More Accessories,458.08,15,0.0,6871.2,2058.51,Cash,No
ORD-2004-84062,2024-09-10,2024-09-14,Standard Class,High,CUST-2927,Brandy Gillespie,Home Office,Charlesside,California,95423,West,PROD-FUR-5922258,Furniture,Furnishings,Write Furnishings,89.75,14,0.1,1130.85,225.89,Cash,No
ORD-1997-30289,2024-02-10,2024-02-17,Standard Class,Medium,CUST-8899,Michele Pham,Corporate,Alexanderside,Mississippi,23357,South,PROD-FUR-3963386,Furniture,Furnishings,Second Furnishings,194.59,13,0.1,2276.7,666.48,Wire Transfer,No
ORD-2020-74664,2025-02-22,2025-02-24,Same Day,Low,CUST-2663,John Huang,Consumer,East Oscarport,Alabama,28314,South,PROD-FUR-8350052,Furniture,Bookcases,Prepare Bookcases,189.67,8,0.2,1213.89,297.24,Wire Transfer,No
ORD-1978-23936,2024-02-18,2024-02-22,Same Day,Low,CUST-5569,Thomas Cohen,Corporate,Jaclynfurt,Arkansas,74262,West,PROD-FUR-2463693,Furniture,Bookcases,Teach Bookcases,440.11,5,0.1,1980.5,451.28,PayPal,No
ORD-1972-25861,2023-02-26,2023-02-27,Second Class,Low,CUST-4060,Susan Lopez,Home Office,Lake Justin,Mississippi,60071,South,PROD-OFF-7263217,Office Supplies,Paper,Up Paper,138.87,9,0.0,1249.83,257.25,PayPal,No
ORD-1987-64166,2023-06-08,2023-06-09,Standard Class,Medium,CUST-4316,Gabriel Perez,Consumer,Leeton,Virginia,83866,East,PROD-FUR-1187797,Furniture,Furnishings,Arm Furnishings,39.4,6,0.0,236.4,89.23,Wire Transfer,No
ORD-2019-79536,2025-09-16,2025-09-17,First Class,Medium,CUST-6235,Paula Vega,Consumer,East John,Wisconsin,72969,West,PROD-FUR-8965143,Furniture,Chairs,Arrive Chairs,244.58,8,0.0,1956.64,715.18,Credit Card,No
ORD-1988-97435,2024-12-20,2024-12-22,Second Class,Low,CUST-8826,David Sanchez,Home Office,Port Tyronetown,Missouri,56823,North,PROD-TEC-5145110,Technology,Accessories,Different Accessories,579.1700000000001,11,0.1,5733.78,716.58,Wire Transfer,No
ORD-2001-17821,2024-05-14,2024-05-21,Same Day,Low,CUST-6250,Zachary Durham,Corporate,New Richard,Connecticut,41043,North,PROD-FUR-7556137,Furniture,Tables,Worker Tables,307.15,8,0.05,2334.34,492.12,PayPal,No
ORD-1995-90595,2025-07-29,2025-08-05,Same Day,Medium,CUST-4954,Taylor Harris,Home Office,Leeland,Oklahoma,88166,East,PROD-OFF-8260198,Office Supplies,Labels,Effect Labels,25.15,10,0.0,251.5,72.35,PayPal,Yes
ORD-2022-58433,2025-08-26,2025-08-29,Same Day,High,CUST-8610,Frederick Cooley,Home Office,Port Josephport,Nebraska,61343,East,PROD-OFF-6487622,Office Supplies,Appliances,Mean Appliances,160.99,15,0.2,1931.88,235.96,Cash,No
ORD-1991-83424,2024-03-09,2024-03-15,Second Class,Critical,CUST-6522,Jennifer Pratt,Consumer,Lorichester,Connecticut,82435,West,PROD-OFF-9673780,Office Supplies,Appliances,Put Appliances,319.37,10,0.1,2874.33,556.27,Wire Transfer,No
ORD-1988-87913,2025-11-05,2025-11-10,Second Class,High,CUST-6311,Janet Campbell,Consumer,West Krista,West Virginia,28618,South,PROD-OFF-4218650,Office Supplies,Art,Think Art,174.15,14,0.2,1950.48,351.81,Cash,No
ORD-1996-90354,2026-01-04,2026-01-11,Second Class,High,CUST-4112,Chad Roberts,Home Office,Ryanfurt,Colorado,72069,East,PROD-TEC-4430344,Technology,Copiers,Paper Copiers,436.72,13,0.3,3974.15,370.83,Wire Transfer,No
ORD-2025-36965,2025-09-09,2025-09-14,First Class,Medium,CUST-9142,Nicole Thompson,Corporate,West Thomas,Kentucky,77665,South,PROD-OFF-5542271,Office Supplies,Binders,Goal Binders,288.41,15,0.3,3028.3,137.23,Wire Transfer,No
ORD-1998-19443,2024-08-15,2024-08-18,Standard Class,Critical,CUST-7440,Kimberly Henderson,Consumer,North Austin,Idaho,46375,North,PROD-FUR-9305654,Furniture,Tables,Need Tables,468.03,8,0.3,2620.97,-62.59,Wire Transfer,No
ORD-2014-84377,2023-06-19,2023-06-23,Second Class,High,CUST-1835,Anthony Daniels,Corporate,Vincentstad,Minnesota,24250,West,PROD-TEC-8992131,Technology,Phones,Find Phones,399.57,7,0.0,2796.99,1040.63,Credit Card,No
ORD-2021-17143,2024-10-26,2024-10-27,Standard Class,High,CUST-2760,Mrs. Leah Moore,Home Office,Jonesmouth,Alabama,48590,East,PROD-FUR-8101189,Furniture,Bookcases,Share Bookcases,29.57,4,0.3,82.8,10.41,Credit Card,No
ORD-1976-91836,2024-08-12,2024-08-18,First Class,High,CUST-8041,Kelly Townsend,Consumer,Port Laurieborough,Utah,51648,South,PROD-FUR-6931608,Furniture,Tables,Staff Tables,125.82,14,0.0,1761.48,509.52,Wire Transfer,No
ORD-2025-32523,2025-11-25,2025-12-02,Same Day,Medium,CUST-9875,Gregory Miller,Home Office,Guzmanville,Idaho,86144,North,PROD-FUR-5525304,Furniture,Bookcases,Have Bookcases,248.27,13,0.0,3227.51,1132.09,Cash,No
ORD-1986-41722,2022-12-23,2022-12-27,Second Class,Medium,CUST-4610,William Carey,Corporate,Lake Timothyview,Florida,39424,North,PROD-FUR-6175674,Furniture,Chairs,Its Chairs,294.02,7,0.3,1440.7,-143.9,Cash,No
ORD-1980-40432,2022-07-04,2022-07-05,Standard Class,Critical,CUST-8276,Blake Stevens,Corporate,Patriciaport,Michigan,77805,South,PROD-TEC-7378070,Technology,Machines,Only Machines,475.22,1,0.1,427.7,123.07,Cash,No
ORD-2001-78673,2022-11-25,2022-11-28,First Class,Low,CUST-9176,Ariel Miles,Home Office,Port Johnfort,South Carolina,63870,West,PROD-OFF-4447207,Office Supplies,Appliances,Without Appliances,80.81,6,0.0,484.86,135.67,Cash,No
ORD-2016-62953,2024-08-13,2024-08-15,Second Class,High,CUST-6787,Geoffrey Miles,Corporate,Savagemouth,Georgia,97181,East,PROD-FUR-4873783,Furniture,Tables,Game Tables,304.21,7,0.2,1703.58,16.76,PayPal,No
ORD-2012-69276,2023-02-03,2023-02-09,Standard Class,Critical,CUST-6655,Jeffery Reyes,Corporate,Port Rachael,Georgia,10063,West,PROD-FUR-8319762,Furniture,Furnishings,Here Furnishings,228.21,12,0.2,2190.82,498.71,Wire Transfer,No
ORD-2011-39957,2022-08-28,2022-08-31,First Class,High,CUST-8840,Dana Patterson,Consumer,Hestermouth,Illinois,93163,South,PROD-FUR-1608900,Furniture,Chairs,Remain Chairs,188.64,7,0.05,1254.46,438.41,PayPal,No
ORD-1972-90668,2022-06-17,2022-06-23,Standard Class,High,CUST-2298,Eric Richardson,Home Office,West William,Indiana,69769,East,PROD-OFF-5918288,Office Supplies,Storage,Sure Storage,430.67,3,0.1,1162.81,162.53,PayPal,No
ORD-1990-63669,2024-01-10,2024-01-13,Second Class,Low,CUST-4798,Richard Mann,Consumer,Emilytown,New York,28871,North,PROD-TEC-5835914,Technology,Accessories,And Accessories,440.41999999999996,9,0.2,3171.02,83.3,PayPal,Yes
ORD-1989-35609,2023-03-29,2023-04-03,Standard Class,Low,CUST-2663,Brandi Elliott,Corporate,Alistad,Maryland,66149,South,PROD-TEC-8760085,Technology,Phones,Avoid Phones,582.8199999999999,9,0.05,4983.11,1675.67,PayPal,No
ORD-2010-11146,2024-01-29,2024-02-01,Second Class,High,CUST-9409,Stephanie Boyd,Consumer,Davidshire,Missouri,27322,North,PROD-OFF-3801816,Office Supplies,Storage,Occur Storage,239.84,1,0.05,227.85,72.34,Wire Transfer,No
ORD-2012-46605,2024-03-22,2024-03-26,Second Class,Critical,CUST-3869,Dana Phillips,Home Office,Port Joelton,Michigan,23317,North,PROD-TEC-3719366,Technology,Accessories,College Accessories,506.95,11,0.0,5576.45,2155.77,Cash,No
ORD-1975-10075,2023-10-17,2023-10-20,Same Day,Critical,CUST-7471,Laurie Bennett,Home Office,South Timothy,Delaware,05213,West,PROD-TEC-9718383,Technology,Machines,Else Machines,595.3299999999999,6,0.3,2500.39,-155.99,Cash,No
ORD-2001-78612,2024-10-30,2024-11-03,Second Class,Critical,CUST-3068,Taylor Phillips,Consumer,Port Lauren,Tennessee,85168,South,PROD-FUR-6007028,Furniture,Tables,Maintain Tables,306.15,2,0.2,489.84,75.61,Wire Transfer,No
ORD-1984-13129,2023-12-31,2024-01-03,Same Day,Medium,CUST-1262,William Watson,Consumer,Ginaville,Wyoming,09120,West,PROD-TEC-8548747,Technology,Accessories,Student Accessories,499.31,14,0.05,6640.82,1539.17,Wire Transfer,No
ORD-2011-42046,2022-03-04,2022-03-06,Standard Class,Medium,CUST-8193,Tammy Hensley,Corporate,Campbellmouth,South Dakota,47757,West,PROD-OFF-8804839,Office Supplies,Binders,Thing Binders,442.37,6,0.2,2123.38,461.61,Credit Card,No
ORD-1983-29075,2024-05-06,2024-05-12,Standard Class,High,CUST-7128,Donna Smith,Consumer,South Brandon,Virginia,69041,East,PROD-OFF-8270949,Office Supplies,Binders,Summer Binders,303.14,2,0.1,545.65,82.32,Cash,Yes
ORD-2000-72843,2024-09-03,2024-09-04,First Class,High,CUST-4169,Jessica Kramer DVM,Corporate,West Ashlee,Mississippi,17592,South,PROD-FUR-3448450,Furniture,Bookcases,School Bookcases,358.44,12,0.1,3871.15,1238.87,PayPal,No
ORD-2003-58662,2023-03-21,2023-03-22,Same Day,Critical,CUST-6472,Rebecca Allen,Home Office,Lake Lisa,Maine,73133,West,PROD-OFF-6478510,Office Supplies,Appliances,Effort Appliances,190.3,5,0.3,666.05,-16.29,Cash,No
ORD-1980-66807,2023-10-29,2023-11-05,Standard Class,Low,CUST-3512,Cody Wright,Corporate,Schroederport,New Jersey,35459,East,PROD-TEC-5481292,Technology,Machines,Throughout Machines,279.68,3,0.05,797.09,278.03,Cash,No
ORD-1985-61694,2025-04-25,2025-04-27,Standard Class,Low,CUST-5962,Jennifer Brown,Consumer,Riceborough,Montana,97868,South,PROD-FUR-4249147,Furniture,Furnishings,Born Furnishings,401.74,7,0.05,2671.57,744.15,Wire Transfer,No
ORD-2011-10074,2023-07-02,2023-07-03,Second Class,Low,CUST-5350,Laura Lopez,Home Office,Morrisfurt,North Dakota,50570,West,PROD-FUR-8856881,Furniture,Chairs,Enjoy Chairs,490.79,15,0.2,5889.48,1304.17,Cash,No
ORD-1977-90844,2023-03-18,2023-03-24,First Class,Critical,CUST-5228,Christopher Munoz,Home Office,East Johnberg,Michigan,86598,East,PROD-TEC-9836713,Technology,Copiers,Establish Copiers,537.2,3,0.3,1128.12,-6.46,Wire Transfer,No
ORD-2011-42151,2024-04-28,2024-04-30,Standard Class,Critical,CUST-8919,Bryan Knight,Corporate,Moorehaven,Ohio,80714,East,PROD-TEC-9369723,Technology,Copiers,Listen Copiers,695.74,12,0.0,8348.88,1749.76,Wire Transfer,No
ORD-1998-23958,2024-08-05,2024-08-12,Second Class,Medium,CUST-4587,Rebecca Hill,Consumer,Wilkinsonbury,Tennessee,31652,West,PROD-FUR-9486648,Furniture,Bookcases,I Bookcases,212.2,6,0.2,1018.56,147.87,Wire Transfer,No
ORD-1970-20633,2025-09-16,2025-09-18,Second Class,Critical,CUST-2086,Caleb Cline MD,Corporate,New Ashleyport,New York,80677,North,PROD-OFF-8250571,Office Supplies,Binders,Sense Binders,212.97,3,0.0,638.91,212.91,Wire Transfer,No
ORD-1984-50371,2023-11-30,2023-12-02,Same Day,Critical,CUST-7493,Jesus Wheeler,Home Office,Port Patrickmouth,Maine,91368,South,PROD-OFF-4944513,Office Supplies,Binders,Time Binders,129.19,5,0.05,613.65,182.66,Wire Transfer,No
ORD-2011-59394,2024-09-24,2024-10-01,Standard Class,Low,CUST-2345,Jeffery Newman,Consumer,East Lisafort,Massachusetts,73532,North,PROD-FUR-9265269,Furniture,Furnishings,Consumer Furnishings,55.23,15,0.05,787.03,125.62,Credit Card,No
ORD-1981-33274,2024-08-11,2024-08-12,Second Class,High,CUST-7009,Robert Rojas,Home Office,Port Markville,Utah,50944,East,PROD-TEC-1678300,Technology,Phones,Sport Phones,647.51,3,0.1,1748.28,543.92,Credit Card,Yes
ORD-1975-90525,2025-01-14,2025-01-15,Second Class,Medium,CUST-7403,Barbara Walker,Corporate,Bruceshire,California,61965,North,PROD-OFF-5889357,Office Supplies,Appliances,Early Appliances,420.06,10,0.0,4200.6,981.43,Wire Transfer,No
ORD-1972-18512,2023-11-17,2023-11-21,First Class,Medium,CUST-9435,Joseph Kline,Consumer,Wrightport,Maine,76120,West,PROD-TEC-5759646,Technology,Accessories,Join Accessories,402.76,1,0.1,362.48,67.26,Cash,No
ORD-2023-57022,2022-11-18,2022-11-23,First Class,High,CUST-7571,Jennifer Vasquez,Corporate,Cherylburgh,Colorado,14010,South,PROD-OFF-6479600,Office Supplies,Paper,Stuff Paper,127.93,4,0.05,486.13,107.13,Credit Card,No
ORD-2019-17700,2023-11-02,2023-11-07,Standard Class,Medium,CUST-2764,Neil Blake,Corporate,East Cassandraberg,South Carolina,77497,South,PROD-FUR-5739148,Furniture,Bookcases,Act Bookcases,173.04,13,0.1,2024.57,414.24,Cash,No
ORD-2021-63723,2022-06-04,2022-06-05,First Class,Medium,CUST-8753,David Whitaker DDS,Home Office,West Glenstad,Oklahoma,73905,North,PROD-OFF-7556440,Office Supplies,Storage,Instead Storage,179.09,4,0.0,716.36,282.05,Wire Transfer,No
ORD-2013-34453,2024-10-18,2024-10-25,Same Day,Critical,CUST-7512,Robin Zimmerman,Home Office,Lake Abigailland,Oklahoma,14691,East,PROD-OFF-6484609,Office Supplies,Storage,Relationship Storage,483.68,12,0.2,4643.33,396.53,PayPal,Yes
ORD-2022-31519,2022-02-17,2022-02-20,Same Day,Low,CUST-8977,Elizabeth Golden,Corporate,Davidtown,Minnesota,54766,South,PROD-FUR-5026924,Furniture,Chairs,Heart Chairs,305.92,9,0.1,2477.95,326.37,PayPal,No
ORD-2016-15039,2022-06-15,2022-06-22,Standard Class,High,CUST-6619,Douglas Stevens,Home Office,Port Johnfurt,Tennessee,60426,East,PROD-OFF-2754850,Office Supplies,Labels,Assume Labels,388.07,8,0.3,2173.19,185.21,PayPal,No
ORD-1970-99175,2023-04-23,2023-04-29,First Class,Critical,CUST-9662,Theresa Romero,Home Office,Clarencefurt,South Carolina,68299,South,PROD-OFF-1661445,Office Supplies,Paper,Firm Paper,482.43,8,0.3,2701.61,-36.37,Cash,Yes
ORD-2000-47288,2025-09-11,2025-09-14,Standard Class,Critical,CUST-2028,Kenneth Taylor,Corporate,Phillipsmouth,Iowa,92506,West,PROD-OFF-4874618,Office Supplies,Appliances,Know Appliances,164.44,15,0.3,1726.62,136.7,Wire Transfer,No
ORD-1981-95466,2025-09-16,2025-09-23,Standard Class,Medium,CUST-5163,Jane Brooks,Corporate,Montgomeryville,Wyoming,96056,East,PROD-FUR-1680217,Furniture,Chairs,Until Chairs,476.48,4,0.2,1524.74,290.09,Credit Card,No
ORD-1973-16260,2022-10-26,2022-10-27,First Class,Critical,CUST-1267,Peggy Moore,Home Office,East Larryland,Utah,38462,East,PROD-TEC-9332162,Technology,Phones,Fact Phones,314.57,10,0.3,2201.99,133.66,Credit Card,No
ORD-1977-60990,2023-06-08,2023-06-13,First Class,Medium,CUST-9930,Melinda Hamilton,Home Office,East Brandonberg,Missouri,95783,South,PROD-FUR-2336756,Furniture,Furnishings,Finish Furnishings,326.95,6,0.2,1569.36,384.22,PayPal,No
ORD-2009-32154,2023-05-22,2023-05-28,First Class,High,CUST-7808,Dr. Angel Kirk,Consumer,West Ariel,West Virginia,18087,West,PROD-FUR-7063782,Furniture,Chairs,Individual Chairs,384.9,2,0.1,692.82,183.29,Credit Card,No
ORD-2007-30390,2024-06-22,2024-06-29,Standard Class,Low,CUST-4924,Charles Brooks,Consumer,Gregoryville,Alabama,37337,East,PROD-FUR-8571416,Furniture,Bookcases,Place Bookcases,69.51,6,0.3,291.94,2.89,Credit Card,No
ORD-2023-97555,2024-03-29,2024-04-03,First Class,Low,CUST-6836,Scott Rosales,Consumer,Johnnyshire,Delaware,76344,East,PROD-FUR-4175929,Furniture,Furnishings,Develop Furnishings,473.02,9,0.0,4257.18,927.28,Credit Card,No
ORD-2009-31271,2025-12-21,2025-12-23,First Class,Medium,CUST-9553,Christopher Mccann,Home Office,East Rachelstad,Maryland,65571,South,PROD-OFF-6895221,Office Supplies,Paper,Everybody Paper,176.69,1,0.2,141.35,7.33,Cash,No
ORD-1991-77163,2022-08-29,2022-09-05,Same Day,Medium,CUST-3744,Amanda Baird,Consumer,Port Emilyfurt,Oregon,37009,West,PROD-TEC-4804253,Technology,Phones,Season Phones,531.94,14,0.2,5957.73,659.14,Cash,No
ORD-2012-52233,2022-11-22,2022-11-28,First Class,Medium,CUST-1687,Valerie Holt,Consumer,South Wendy,Wisconsin,30078,West,PROD-FUR-6962982,Furniture,Bookcases,Forget Bookcases,493.95,1,0.1,444.56,84.1,Cash,Yes
ORD-1979-51309,2025-10-28,2025-11-04,Same Day,Low,CUST-3196,Joshua Diaz,Consumer,East Kenneth,North Dakota,77332,North,PROD-TEC-8942834,Technology,Accessories,Firm Accessories,481.26,8,0.3,2695.06,-173.95,Wire Transfer,No
ORD-1972-91912,2023-03-08,2023-03-15,Standard Class,High,CUST-5031,Ian Martin,Corporate,Rodriguezport,Vermont,06651,West,PROD-OFF-2788019,Office Supplies,Labels,Act Labels,470.13,1,0.05,446.62,99.11,Cash,No
ORD-1982-46787,2025-01-19,2025-01-22,Same Day,Low,CUST-9699,Tina Allen,Corporate,South Timothyshire,Missouri,70232,North,PROD-OFF-6030147,Office Supplies,Art,However Art,21.14,7,0.1,133.18,34.69,Credit Card,No
ORD-2004-78806,2025-11-07,2025-11-12,Standard Class,High,CUST-2857,Jeffrey Meyer,Consumer,North Lesliehaven,Alaska,92184,East,PROD-OFF-3075794,Office Supplies,Art,Third Art,292.44,3,0.3,614.12,-52.7,PayPal,Yes
ORD-1976-46243,2023-01-16,2023-01-19,Standard Class,High,CUST-5874,Keith Walsh,Consumer,New David,Nevada,44039,West,PROD-FUR-8049302,Furniture,Tables,Particularly Tables,332.37,2,0.1,598.27,100.89,PayPal,No
ORD-2014-22362,2022-08-06,2022-08-11,Standard Class,Low,CUST-8814,Terri Hernandez,Consumer,Michaelmouth,Alabama,42197,West,PROD-OFF-2793332,Office Supplies,Binders,Clear Binders,87.82,5,0.3,307.37,-34.69,PayPal,No
ORD-1993-53786,2024-09-30,2024-10-02,Second Class,Low,CUST-1275,Nathan Mullins,Corporate,South Josephfurt,New Mexico,88598,South,PROD-TEC-3841550,Technology,Accessories,Entire Accessories,679.0699999999999,12,0.3,5704.19,426.04,Cash,Yes
ORD-2014-99313,2023-11-06,2023-11-11,First Class,Medium,CUST-9071,Amber Morse,Home Office,East Mirandabury,Louisiana,22568,South,PROD-FUR-4540118,Furniture,Furnishings,Represent Furnishings,336.77,10,0.05,3199.31,623.01,Wire Transfer,No
ORD-1976-27853,2022-10-12,2022-10-16,Same Day,High,CUST-5413,Madeline Williams,Consumer,South Victoriahaven,Delaware,64475,North,PROD-TEC-5278178,Technology,Machines,Or Machines,506.58,11,0.0,5572.38,1139.2,Cash,No
ORD-2010-35056,2026-01-29,2026-02-04,First Class,Medium,CUST-4020,Mark Williams,Home Office,Port Henryburgh,Washington,02350,North,PROD-TEC-3222118,Technology,Accessories,Dinner Accessories,229.7,12,0.05,2618.58,554.1,Credit Card,No
ORD-2015-27427,2022-12-11,2022-12-13,First Class,Low,CUST-1046,Alex Young,Home Office,North Davidland,New Hampshire,78501,South,PROD-TEC-1230853,Technology,Phones,Bed Phones,262.40999999999997,7,0.05,1745.03,478.66,PayPal,No
ORD-2008-58333,2022-02-18,2022-02-21,Same Day,Critical,CUST-9501,Sarah Butler,Home Office,Hernandezview,Mississippi,87555,East,PROD-OFF-4381430,Office Supplies,Paper,Position Paper,321.18,14,0.05,4271.69,1223.76,PayPal,No
ORD-1972-74213,2022-09-05,2022-09-09,First Class,Critical,CUST-1801,Vicki Mcfarland,Corporate,West Joelton,Maine,48561,North,PROD-OFF-3660952,Office Supplies,Binders,Plant Binders,392.88,1,0.0,392.88,98.35,Wire Transfer,No
ORD-1975-64185,2025-04-11,2025-04-12,First Class,Medium,CUST-5643,Ashley Collier,Corporate,Lynnbury,Delaware,31648,South,PROD-OFF-8939548,Office Supplies,Labels,Drop Labels,383.69,13,0.0,4987.97,1410.11,Wire Transfer,No
